id,hotel,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests
161,Resort Hotel,253,2017,April,17,23,2,5,2,0,0,HB,GBR,Groups,TA/TO,0,0,0,D,E,1,No Deposit,273,NULL,0,Transient-Party,78.94,0,0
162,Resort Hotel,184,2017,August,33,17,0,2,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,240,NULL,0,Transient,200,0,2
163,Resort Hotel,91,2017,July,29,21,3,7,2,1,0,BB,MDV,Direct,Direct,0,0,0,F,F,0,No Deposit,250,NULL,0,Transient,278,0,0
164,Resort Hotel,27,2017,April,14,2,2,0,2,0,0,BB,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,82,1,0
165,Resort Hotel,257,2017,May,19,9,0,4,2,0,0,HB,GBR,Groups,Direct,0,0,0,E,E,0,No Deposit,NULL,NULL,0,Transient-Party,103,0,0
166,City Hotel,0,2017,June,23,7,0,1,1,0,0,BB,PRT,Aviation,Corporate,1,0,2,A,A,0,No Deposit,NULL,153,0,Transient,144,0,2
167,City Hotel,91,2017,July,27,8,1,1,2,0,0,BB,NOR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,150,0,3
168,City Hotel,152,2017,May,18,3,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,286,NULL,0,Transient,100,0,0
169,City Hotel,423,2017,July,29,22,1,1,2,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,NULL,0,Transient-Party,122.4,0,1
170,City Hotel,54,2017,June,24,14,0,2,2,0,0,BB,BRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,52,NULL,0,Transient,89.1,0,0
171,Resort Hotel,158,2017,July,29,18,0,2,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,314,NULL,0,Transient,115.2,0,0
172,Resort Hotel,131,2017,April,16,16,2,5,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,C,1,No Deposit,493,NULL,0,Transient-Party,80,0,0
173,City Hotel,202,2017,April,15,14,1,2,2,0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,99,0,1
174,City Hotel,112,2017,April,14,4,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,NULL,385,0,Transient,95,0,0
175,City Hotel,128,2017,May,19,12,0,2,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,126,0,1
176,Resort Hotel,58,2017,April,15,14,0,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,251,NULL,0,Transient-Party,80,0,0
177,City Hotel,174,2017,August,33,17,0,1,2,2,0,BB,DEU,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,NULL,0,Transient,244,0,0
178,City Hotel,78,2017,April,17,29,2,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,6,NULL,0,Transient,90,0,0
179,City Hotel,82,2017,April,16,21,2,2,3,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,171,0,0
180,City Hotel,226,2017,July,28,9,2,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,NULL,NULL,0,Transient,110,0,0
181,City Hotel,148,2017,May,18,4,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,171,NULL,0,Transient,95,0,0
182,City Hotel,105,2017,May,20,19,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,NULL,NULL,0,Transient,160,0,0
183,Resort Hotel,134,2017,May,20,16,2,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,85,0,1
184,Resort Hotel,3,2017,August,35,31,0,3,2,0,0,HB,DEU,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,261,1,2
185,City Hotel,62,2017,April,14,6,0,3,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,NULL,NULL,0,Transient,135,0,0
186,Resort Hotel,55,2017,April,14,2,2,5,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,71.14,1,1
187,City Hotel,16,2017,June,22,2,0,1,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,140,0,1
188,City Hotel,28,2017,April,17,24,1,4,2,2,0,BB,FRA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,NULL,0,Transient,224,0,0
189,City Hotel,213,2017,August,35,28,1,3,1,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,10,No Deposit,19,NULL,0,Transient-Party,105.75,0,1
190,City Hotel,98,2017,June,26,26,1,1,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,117,0,0
191,Resort Hotel,75,2017,August,34,22,0,2,1,1,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,241,NULL,0,Transient,202,0,1
192,City Hotel,186,2017,May,22,30,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,19,NULL,0,Transient,130,0,0
193,City Hotel,181,2017,April,15,14,2,2,2,2,0,HB,BRA,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,9,NULL,0,Transient,189,0,2
194,Resort Hotel,257,2017,May,19,9,0,4,1,0,0,HB,GBR,Groups,Direct,0,0,0,D,D,0,No Deposit,NULL,NULL,0,Transient-Party,67.5,0,0
195,Resort Hotel,209,2017,May,18,3,0,1,2,0,0,HB,RUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,82.8,0,0
196,City Hotel,405,2017,July,27,4,0,2,2,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,NULL,0,Transient-Party,114.4,0,0
197,City Hotel,5,2017,May,22,29,1,0,1,0,0,BB,PRT,Complementary,Direct,0,0,0,A,A,0,No Deposit,NULL,45,0,Transient,0,0,0
198,City Hotel,101,2017,August,33,17,2,3,2,0,1,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,138,NULL,0,Transient,80.1,0,1
199,City Hotel,53,2017,June,24,15,2,5,2,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,140,0,1
200,City Hotel,320,2017,July,27,8,2,2,2,2,0,BB,NOR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,NULL,0,Transient,175.5,0,2
201,City Hotel,108,2017,May,20,18,1,3,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,119.25,0,1
202,Resort Hotel,7,2017,May,22,28,2,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,241,NULL,0,Transient,110,0,1
203,Resort Hotel,159,2017,July,29,22,2,5,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,192,0,0
204,Resort Hotel,286,2017,August,32,7,2,5,2,0,0,HB,POL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,315,NULL,0,Contract,130.06,0,1
205,Resort Hotel,12,2017,July,26,1,1,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250,NULL,0,Transient,169,1,1
206,Resort Hotel,0,2017,June,23,10,0,1,2,0,0,BB,FRA,Direct,Direct,0,0,0,A,C,0,No Deposit,NULL,NULL,0,Transient,135,0,0
207,Resort Hotel,9,2017,June,25,23,1,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,NULL,NULL,0,Transient,135,0,0
208,City Hotel,1,2017,April,14,5,0,1,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,103,NULL,0,Transient,110,0,0
209,City Hotel,10,2017,August,34,21,1,1,3,0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9,NULL,0,Transient,210,0,2
210,Resort Hotel,76,2017,July,28,10,1,4,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,222,0,1
211,City Hotel,467,2017,July,30,28,0,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,229,NULL,0,Transient,90,0,0
212,Resort Hotel,116,2017,May,19,11,0,3,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient-Party,100,0,0
213,City Hotel,144,2017,May,18,6,2,1,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,52,NULL,0,Transient-Party,90,0,1
214,Resort Hotel,24,2017,July,28,15,1,1,2,0,0,BB,AUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,171,0,2
215,City Hotel,24,2017,July,28,13,1,3,2,0,0,BB,FRA,Direct,Direct,0,0,0,A,A,1,No Deposit,14,NULL,0,Transient,145,0,1
216,City Hotel,174,2017,June,25,23,1,2,3,0,0,HB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9,NULL,0,Transient,189,0,2
217,City Hotel,104,2017,May,20,15,1,2,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,NULL,NULL,0,Transient,160,0,0
218,Resort Hotel,77,2017,August,34,24,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,NULL,NULL,0,Transient,198,0,0
219,City Hotel,6,2017,May,19,9,0,4,1,0,0,BB,IRL,Aviation,Corporate,0,0,0,D,A,1,No Deposit,NULL,153,0,Transient,110,0,0
220,Resort Hotel,152,2017,April,14,5,1,4,1,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,C,4,No Deposit,NULL,223,0,Transient-Party,48,0,0
221,City Hotel,179,2017,July,29,17,1,0,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,98.1,0,0
222,Resort Hotel,128,2017,April,16,22,2,5,1,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,1,No Deposit,273,NULL,0,Transient-Party,49.16,0,0
223,City Hotel,13,2017,August,35,30,0,3,2,2,0,BB,RUS,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,NULL,0,Transient,246.33,0,0
224,City Hotel,396,2017,June,26,25,2,0,1,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,6,NULL,0,Transient-Party,95.5,0,1
225,City Hotel,153,2017,July,30,28,2,2,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,16,NULL,0,Transient,80.1,0,0
226,City Hotel,165,2017,May,20,19,2,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,NULL,NULL,0,Transient,225,0,0
227,Resort Hotel,91,2017,August,31,4,2,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241,NULL,0,Transient,184,0,0
228,City Hotel,68,2017,August,35,31,0,2,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,129,0,1
229,Resort Hotel,221,2017,April,18,30,2,5,2,0,0,HB,GBR,Groups,TA/TO,1,0,1,A,A,0,No Deposit,NULL,NULL,0,Transient-Party,71.43,0,0
230,City Hotel,149,2017,July,29,20,0,3,3,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,83,NULL,0,Transient,126.12,0,0
231,City Hotel,100,2017,April,16,22,2,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,58,NULL,0,Transient,105,0,0
232,City Hotel,15,2017,April,17,27,0,1,1,0,0,BB,GBR,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NULL,0,Transient,134.1,0,0
233,Resort Hotel,220,2017,May,21,22,3,7,2,0,0,HB,GBR,Direct,Direct,0,0,0,A,A,0,No Deposit,250,NULL,0,Transient,86.5,0,0
234,Resort Hotel,152,2017,April,14,5,0,4,2,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,D,2,No Deposit,NULL,223,0,Transient-Party,48,0,0
235,City Hotel,83,2017,April,17,26,0,4,2,0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,101.25,0,0
236,City Hotel,12,2017,April,17,28,0,1,1,0,0,BB,FIN,Direct,Direct,0,0,0,A,A,1,No Deposit,14,NULL,0,Transient,155,0,0
237,City Hotel,213,2017,August,33,18,0,2,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Transient,100.8,0,1
238,City Hotel,132,2017,June,26,29,0,3,2,0,0,BB,IRN,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NULL,0,Transient,95.7,0,0
239,City Hotel,150,2017,July,30,28,1,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,130.5,0,0
240,City Hotel,63,2017,August,34,23,0,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,8,NULL,0,Transient,139,0,1
241,City Hotel,148,2017,May,18,4,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,171,NULL,0,Transient,95,0,0
242,Resort Hotel,212,2017,April,15,10,3,6,2,0,0,BB,RUS,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,76.9,0,1
243,Resort Hotel,203,2017,April,17,25,0,2,2,0,0,HB,AUT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,502,NULL,0,Transient-Party,90,0,1
244,Resort Hotel,163,2017,August,32,12,2,5,2,0,0,HB,LUX,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,252,0,3
245,City Hotel,106,2017,August,33,16,0,3,2,1,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NULL,0,Transient,141.5,0,3
246,Resort Hotel,146,2017,August,33,19,2,5,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient-Party,237.71,0,1
247,City Hotel,218,2017,July,29,21,2,3,3,0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient-Party,175.32,0,2
248,City Hotel,128,2017,July,29,17,1,3,2,0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,126,0,0
249,City Hotel,229,2017,July,28,12,1,4,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,NULL,NULL,0,Transient,110,0,0
250,City Hotel,423,2017,June,24,14,0,3,2,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229,NULL,0,Transient-Party,112.67,0,1
251,City Hotel,238,2017,June,25,18,2,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,117,0,1
252,Resort Hotel,2,2017,June,25,23,0,1,2,0,0,BB,NLD,Direct,Direct,0,0,0,D,D,0,No Deposit,NULL,NULL,0,Transient,150,0,1
253,City Hotel,143,2017,July,29,18,0,4,2,0,0,BB,BEL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85,NULL,0,Transient,80.1,0,1
254,City Hotel,173,2017,April,14,7,2,2,2,0,0,BB,DNK,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Transient,99,0,0
255,Resort Hotel,230,2017,May,19,11,2,5,1,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,243,NULL,0,Contract,34.2,0,0
256,Resort Hotel,65,2017,August,33,18,2,5,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,508,NULL,0,Transient,190.6,0,1
257,City Hotel,184,2017,August,33,18,2,5,2,1,0,HB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,177.81,0,0
258,City Hotel,143,2017,May,18,4,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,151,NULL,0,Transient,100,0,0
259,City Hotel,28,2017,May,20,16,0,3,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7,NULL,0,Transient,141.33,0,2
260,City Hotel,224,2017,June,25,18,2,4,2,0,0,HB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,164.7,0,2
261,Resort Hotel,305,2017,May,21,25,2,5,3,1,0,HB,GBR,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,NULL,0,Transient-Party,168,0,1
262,City Hotel,151,2017,July,30,25,0,4,3,0,0,BB,ESP,Direct,Direct,0,0,0,D,D,0,No Deposit,14,NULL,0,Transient,190,0,0
263,City Hotel,40,2017,May,20,15,1,1,1,0,0,BB,DNK,Corporate,Corporate,0,0,0,A,A,0,No Deposit,NULL,174,0,Transient,95,0,0
264,Resort Hotel,172,2017,August,33,17,2,5,3,0,0,HB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241,NULL,0,Transient,206.72,0,1
265,City Hotel,134,2017,May,18,6,1,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,126,0,1
266,Resort Hotel,168,2017,May,18,2,0,1,2,0,0,BB,CHE,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,251,NULL,0,Transient,62,0,0
267,City Hotel,207,2017,May,21,25,1,3,1,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Transient,107.1,0,2
268,City Hotel,162,2017,May,18,6,2,1,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,3,NULL,0,Transient,80,0,0
269,City Hotel,11,2017,May,21,21,2,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,14,NULL,0,Transient,120,0,0
270,Resort Hotel,252,2017,April,16,22,2,5,2,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,5,No Deposit,273,NULL,0,Transient-Party,65.1,0,0
271,Resort Hotel,203,2017,July,30,28,0,1,3,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,153.75,0,1
272,Resort Hotel,411,2017,May,22,31,2,4,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,NULL,NULL,0,Transient,71.1,0,0
273,City Hotel,25,2017,June,26,27,0,1,2,0,0,BB,MAR,Corporate,Corporate,0,0,0,A,A,0,No Deposit,NULL,280,0,Transient-Party,100,0,0
274,City Hotel,97,2017,April,14,6,0,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,120,1,1
275,City Hotel,186,2017,May,22,30,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,19,NULL,0,Transient,130,0,0
276,City Hotel,63,2017,August,31,5,2,3,2,0,0,BB,DNK,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,160,0,1
277,Resort Hotel,84,2017,April,16,18,1,5,1,0,0,BB,ITA,Direct,Direct,0,0,0,E,E,1,No Deposit,NULL,NULL,0,Transient-Party,74.6,0,0
278,Resort Hotel,98,2017,August,32,11,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,262,0,2
279,City Hotel,49,2017,August,34,23,0,4,2,0,0,SC,FIN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,423,NULL,0,Transient,99.22,0,2
280,City Hotel,11,2017,August,34,25,0,2,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,1,D,D,1,No Deposit,98,NULL,0,Group,125,0,0
281,City Hotel,262,2017,May,21,24,0,4,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,138.6,0,2
282,Resort Hotel,45,2017,June,25,23,2,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,531,NULL,0,Transient,144.4,0,2
283,City Hotel,277,2017,July,28,9,2,2,2,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9,NULL,0,Transient,89.1,0,2
284,City Hotel,144,2017,May,18,6,2,1,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,52,NULL,0,Transient-Party,90,0,1
285,Resort Hotel,59,2017,April,15,10,1,4,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,79,0,1
286,City Hotel,27,2017,June,23,7,0,4,2,0,0,BB,ITA,Direct,Direct,0,0,0,D,D,0,No Deposit,14,NULL,0,Transient,153,0,0
287,City Hotel,6,2017,June,26,30,0,1,2,0,0,SC,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient-Party,160,0,1
288,City Hotel,451,2017,July,28,12,0,3,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229,NULL,0,Transient-Party,0,0,0
289,Resort Hotel,1,2017,June,22,2,0,2,1,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,348,NULL,0,Transient,105,0,0
290,City Hotel,15,2017,June,23,7,0,2,1,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,484,NULL,0,Transient-Party,130,0,0
291,City Hotel,26,2017,April,17,26,0,2,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,87,NULL,0,Transient-Party,139,0,0
292,City Hotel,11,2017,July,28,10,1,2,2,0,0,BB,SRB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,146.67,0,1
293,City Hotel,111,2017,April,14,3,1,1,2,0,0,BB,ISR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37,NULL,0,Transient-Party,95,0,1
294,City Hotel,33,2017,July,28,11,0,2,2,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,120,0,1
295,City Hotel,395,2017,May,20,17,0,3,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,229,NULL,0,Transient-Party,112.67,0,1
296,City Hotel,16,2017,April,14,5,0,2,2,0,0,BB,ISR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9,NULL,0,Transient,174,0,0
297,Resort Hotel,181,2017,July,26,1,2,4,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,240,NULL,0,Transient,127.5,0,1
298,Resort Hotel,175,2017,July,30,27,2,5,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,240,NULL,0,Transient,180,0,3
299,Resort Hotel,1,2017,August,35,28,1,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240,NULL,0,Transient,212.5,0,3
300,Resort Hotel,1,2017,August,31,4,0,2,2,0,0,BB,PHL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241,NULL,0,Transient,171,0,1
301,City Hotel,130,2017,May,21,23,1,5,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85,NULL,0,Transient,89.1,0,1
302,Resort Hotel,124,2017,April,15,9,2,5,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,C,1,Non Refund,492,NULL,0,Transient,80,0,0
303,City Hotel,135,2017,April,16,21,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,3,NULL,0,Transient,90,0,0
304,Resort Hotel,298,2017,June,24,12,3,7,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,107.1,0,0
305,City Hotel,140,2017,August,33,17,0,2,2,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,125,0,0
306,City Hotel,3,2017,August,32,9,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,189,1,1
307,City Hotel,105,2017,May,20,18,0,3,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,144,0,0
308,City Hotel,22,2017,May,19,12,0,1,2,0,0,HB,USA,Direct,Direct,0,0,0,D,D,1,No Deposit,14,NULL,0,Transient,245,0,1
309,Resort Hotel,115,2017,August,35,28,1,4,2,0,0,FB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,6,NULL,0,Transient,191,0,1
310,City Hotel,1,2017,August,35,29,0,1,1,0,0,BB,DEU,Corporate,Corporate,0,0,0,D,D,0,No Deposit,NULL,451,0,Transient,95,0,0
311,City Hotel,46,2017,August,33,16,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,B,G,0,No Deposit,14,NULL,0,Transient,154,0,1
312,City Hotel,175,2017,April,17,29,2,2,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,99,0,0
313,City Hotel,100,2017,April,16,22,2,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,58,NULL,0,Transient,105,0,0
314,Resort Hotel,100,2017,April,17,29,2,1,2,0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,385,NULL,0,Transient-Party,83,0,1
315,City Hotel,108,2017,June,22,2,0,2,2,0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,126,0,1
316,City Hotel,167,2017,July,30,26,1,4,2,0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,115,0,0
317,Resort Hotel,244,2017,July,26,1,2,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,101,0,2
318,City Hotel,150,2017,June,24,17,2,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,NULL,NULL,0,Transient,120,0,0
319,City Hotel,153,2017,June,25,21,0,4,1,0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,0,Non Refund,NULL,348,0,Transient,110,0,0
320,City Hotel,157,2017,July,27,8,1,1,2,0,0,BB,BRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NULL,0,Transient,86.63,0,0
321,Resort Hotel,116,2017,July,30,23,2,2,3,0,0,BB,CN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241,NULL,0,Transient,200.7,0,1
